Unnamed: 0,review_id,retailer,product_name,product_url,review_url,review_timestamp,review_rating,review_body,review_clean,Language,Lang Probability,str_length,key_phrases
27,7a256f4e0cb648d7f63307e58bc8b20a,noon.com,"Dreamzz Pad Cotton Maxi Thick, Night Long 7 Sanitary Pads With Wings",https://www.noon.com/uae-en/product/N41551446A/p,https://www.noon.com/uae-en/product/N41551446A/p,22-04-2021,5,Got the delivery before time. the product was packed well. i always have loved this pads and will suggest everyone to try it once. its great for your heavy days Rihea Sadarangani,Got the delivery before time. the product was packed well. i always have loved this pads and will suggest everyone to try it once. its great for your heavy days Rihea Sadarangani,en,0.999997392,178,packed loved pads
29,9bc6522011e61575cf776460ffb0324c,noon.com,IPL Permanent Laser Hair Removal Device White 36watts,https://www.noon.com/uae-en/product/N39674825A/p,https://www.noon.com/uae-en/product/N39674825A/p,22-04-2021,5,when you order this laser you will get a glasses and shaver that is nice😍,when you order this laser you will get a glasses and shaver that is nice😍,en,0.999998807,73,laser glasses shaver
30,7ebef05ed6de05878c8dca81ca039039,amazon.ae,"JOHNSON’S Body Wash, Anti-Bacterial, Sea Salts, 400ml",https://www.amazon.ae/dp/B07QCTP83C,https://www.amazon.ae/product-reviews/B07QCTP83C?sortBy=recent&pageNumber=1,23-04-2021,5,"Refreshing body wash! It keeps my skin moisture and hydrated for the whole day. Anti bacterial too, the price is also affordable. I must say this is a good buy.","Refreshing body wash! It keeps my skin moisture and hydrated for the whole day. Anti bacterial too, the price is also affordable. I must say this is a good buy.",en,0.999995651,160,refreshing body wash
31,9f74e3553f5800ef05fb19d2e1bf1ca3,amazon.ae,"Under Eye Mask 24K Gold Eye Treatment Masks Hyaluronic Acid Eye Patches Collagen Eye Pads for Moisturizing & Reducing Dark Circles Puffiness Wrinkles, Gel Pads 30 Pairs",https://www.amazon.ae/dp/B07VRZCW4T,https://www.amazon.ae/product-reviews/B07VRZCW4T?sortBy=recent&pageNumber=1,26-02-2021,1,Poor quality Sensations of itchiness Red burning skin after use,Poor quality Sensations of itchiness Red burning skin after use,en,0.999996074,63,itchiness red burning
33,a0444d41d85ece47a4f487687680f354,amazon.ae,"Philips Shaver Series 9000 Wet and dry electric shaver V-Track Precision Blades, 8-direction ContourDetect Heads, SmartClick precision Trimmer, S9031/21. 2 years warranty",https://www.amazon.ae/dp/B00UEMEKJ6,https://www.amazon.ae/product-reviews/B00UEMEKJ6?sortBy=recent&pageNumber=1,17-05-2021,5,"Gives a very smooth shave, no cuts which always happen with a normal blade shavers. Have been using Philips shavers for over a decade.","Gives a very smooth shave, no cuts which always happen with a normal blade shavers. Have been using Philips shavers for over a decade.",en,0.999995675,134,smooth shave cuts
35,857865c17f20748a61da8ee978620d80,noon.com,Beard Growth Pure Natural Oil 30ml,https://www.noon.com/uae-en/product/N15468625A/p,https://www.noon.com/uae-en/product/N15468625A/p,22-04-2021,5,Good product. Nice smell,Good product. Nice smell,en,0.999994494,24,product nice smell
36,77ff42aada960305ebd9ed67ed8a70d1,noon.com,Intensive Care Advanced Repair Lotion 200ml 200ml,https://www.noon.com/uae-en/product/N23898342A/p,https://www.noon.com/uae-en/product/N23898342A/p,22-04-2021,5,i like noon for every thing quality prices dellivery on time,i like noon for every thing quality prices dellivery on time,en,0.99999579,60,prices dellivery time
40,72be08ee341eed058e3aa6c86fc59114,amazon.ae,Moser Mobile Shaver Cordless Shaver 3615-0052,https://www.amazon.ae/dp/B07P13ZN2S,https://www.amazon.ae/product-reviews/B07P13ZN2S?sortBy=recent&pageNumber=1,31-03-2021,5,For men only! Helps with the very very thick hair,For men only! Helps with the very very thick hair,en,0.999998082,49,helps hair
41,6351d7a6d869435a34a553baadda7c50,amazon.ae,"Zoflora, Multipurpose Concentrated Disinfectant, Bluebell Woods, 500ml",https://www.amazon.ae/dp/B07SCXTHZC,https://www.amazon.ae/product-reviews/B07SCXTHZC?sortBy=recent&pageNumber=1,13-04-2021,4,"Zoflora has a very pleasant fragrance. Because you need a small amount for large area, it saves you space. A much needed disinfectant in today's time. Great for everyday surface cleanse.","Zoflora has a very pleasant fragrance. Because you need a small amount for large area, it saves you space. A much needed disinfectant in today's time. Great for everyday surface cleanse.",en,0.999998064,186,zoflora pleasant fragrance
42,674d246d83a92cfd788de3871cc510d4,noon.com,HD Pro.Conceal GC990 Orange Corrector,https://www.noon.com/uae-en/product/N11028558A/p,https://www.noon.com/uae-en/product/N11028558A/p,15-02-2021,4,"works wonders, i have to still better myself in application but its a great colour corrector","works wonders, i have to still better myself in application but its a great colour corrector",en,0.999997241,92,application great colour
44,3de3727c764b82a8891ec6794c4d29e0,amazon.ae,"ANEAR Massage Gun, Percussion Electric Muscle Massager, Portable HandHeld Body Deep Muscle Massager for Relieving Muscle Soreness, with 6 Replaceable Massage Heads, 6 Adjustable Speeds",https://www.amazon.ae/dp/B0872XB8JX,https://www.amazon.ae/product-reviews/B0872XB8JX?sortBy=recent&pageNumber=3,11-01-2021,5,"Just arrived, super quick delivery. I have to say this is really powerful to use and works in a similar fashion to a pneumatic drill, it really does get deep into the muscle tissue, the included tips also help localize the pressure to where it's needed. There are multiple speeds to suit and the battery life is excellent.","Just arrived, super quick delivery. I have to say this is really powerful to use and works in a similar fashion to a pneumatic drill, it really does get deep into the muscle tissue, the included tips also help localize the pressure to where it's needed. There are multiple speeds to suit and the battery life is excellent.",en,0.999995943,322,pneumatic drill really
46,634729c812380f1d3ac4721f9b6111a3,amazon.ae,Oladole Natural Vitamin C 1000 mg with Rose Hips 100 Tabs,https://www.amazon.ae/dp/B07ZKT9TCD,https://www.amazon.ae/product-reviews/B07ZKT9TCD?sortBy=recent&pageNumber=1,09-04-2021,5,Since the pandemic i am using this vitamins and it really helps in boosting my immune system. Thank you🥰,Since the pandemic i am using this vitamins and it really helps in boosting my immune system. Thank you🥰,en,0.999998343,104,helps boosting immune
49,46d3e8f286f2e6825cd9a679442968e4,noon.com,Adjustable Posture Corrector Back Support Brace Belt,https://www.noon.com/uae-en/product/N25272925A/p,https://www.noon.com/uae-en/product/N25272925A/p,22-04-2021,5,Its very helpful for my back. thanks,Its very helpful for my back. thanks,en,0.999996534,36,helpful thanks
52,0560ece2b7d1a4098bd2986f2f76fce7,noon.com,Club De Nuit Intense EDP 200ml,https://www.noon.com/uae-en/product/N41057395A/p,https://www.noon.com/uae-en/product/N41057395A/p,13-04-2021,5,Great perfume with fresh smell and good stability,Great perfume with fresh smell and good stability,en,0.999994121,49,great perfume fresh
53,04063fd2000b75c47a7be99a6b721218,amazon.ae,"Innoo Tech Essential Oils Set 8 x 10ml 100% Pure Oils Gift Set for Women and Men Lavender, Tea Tree, Eucalyptus, Frankincense, Lemongrass, Rosemary, Sweet Orange, Peppermint Aromatherapy Oil",https://www.amazon.ae/dp/B07R9Z7MVW,https://www.amazon.ae/product-reviews/B07R9Z7MVW?sortBy=recent&pageNumber=4,24-03-2021,5,Super impressed with the quality. These smell great and are perfect for an oil diffuser. Nice selection. And they’re all good! Highly recommended,Super impressed with the quality. These smell great and are perfect for an oil diffuser. Nice selection. And they’re all good! Highly recommended,en,0.999996351,145,perfect oil diffuser
55,055f1a94411f450254714ae1a46eddbc,amazon.ae,Lay's Salt 170gm,https://www.amazon.ae/dp/B00F236356,https://www.amazon.ae/product-reviews/B00F236356?sortBy=recent&pageNumber=1,19-05-2021,5,verry tasty and salty aswell,verry tasty and salty aswell,en,0.999997664,28,verry tasty salty
56,0e7eccd3fd35168c3c1592e8424116d6,amazon.ae,"AXE Body Wash for Men Black Night, 250ml",https://www.amazon.ae/dp/B00ZU5H9AY,https://www.amazon.ae/product-reviews/B00ZU5H9AY?sortBy=recent&pageNumber=1,15-04-2021,5,Love the frangrance. Leaked a bit as it was not taped. Overall good product.,Love the frangrance. Leaked a bit as it was not taped. Overall good product.,en,0.999995761,76,love frangrance leaked
57,05fc7eb4757385a99cdbd1067235ad3a,noon.com,"Facial Spray With Aloe, Herbs And Rosewater 118ml",https://www.noon.com/uae-en/product/N18938348A/p,https://www.noon.com/uae-en/product/N18938348A/p,22-04-2021,3,came without a cap,came without a cap,en,0.999998546,18,came cap
58,1b507a215fec37b79fe613678e5cdf26,amazon.ae,Maybelline New York Fit Me Matte and Poreless Foundation 115 Ivory,https://www.amazon.ae/dp/B01GHP57Z4,https://www.amazon.ae/product-reviews/B01GHP57Z4?sortBy=recent&pageNumber=1,11-01-2021,3,"Ordered the exact same foundation from this buyer before ( which was the same as the one in the picture ) - this time I was sent the old version of this foundation which doesn’t include clay. Disappointing because I could of just got it from the shop if I’d of known that , however the quality of the product is still very good","Ordered the exact same foundation from this buyer before ( which was the same as the one in the picture ) - this time I was sent the old version of this foundation which doesn’t include clay. Disappointing because I could of just got it from the shop if I’d of known that , however the quality of the product is still very good",en,0.999998683,327,doesn include clay
59,146fd87e7791105061a34a03b026705f,amazon.ae,"Neutrogena, Spot Controlling Oil-free Facial Wash, 200ml",https://www.amazon.ae/dp/B07MTXY4MK,https://www.amazon.ae/product-reviews/B07MTXY4MK?sortBy=recent&pageNumber=1,25-01-2021,5,Fast delivery. Perfect for my oily skin. It dries out pimples and breakouts faster.,Fast delivery. Perfect for my oily skin. It dries out pimples and breakouts faster.,en,0.999996444,83,fast delivery
65,c94f570a9fb69761402e7fabd2cc1269,noon.com,Brit Sheer EDT 100ml,https://www.noon.com/uae-en/product/N11200503A/p,https://www.noon.com/uae-en/product/N11200503A/p,22-04-2021,5,my wife love this smell so much,my wife love this smell so much,en,0.999997613,31,wife love smell
66,d9e88c55b9cb62f4b889d298ddb287fd,noon.com,Acrylic Cosmetic Organizer Clear/Black,https://www.noon.com/uae-en/product/N29896719A/p,https://www.noon.com/uae-en/product/N29896719A/p,22-04-2021,3,material not as expected,material not as expected,en,0.999995583,24,material expected
67,d23c1c53de29ce5c59288dd0f83ae38b,amazon.ae,"Pond's Age Miracle Anti-Aging Expert BB+ Cream, Beige, SPF 30 PA++, Anti-aging face cream, Contains advanced CLA4 & Retinol boosters, Reduce Lines, Wrinkles and Age Spots, 25g",https://www.amazon.ae/dp/B07MW5NTMW,https://www.amazon.ae/product-reviews/B07MW5NTMW?sortBy=recent&pageNumber=1,18-03-2021,3,"Nothing miraculous as name suggests, but have used it for 15 days only . Its like any other face wash... Maybe long term usage will help?","Nothing miraculous as name suggests, but have used it for 15 days only . Its like any other face wash... Maybe long term usage will help?",en,0.999994997,137,face wash
68,d585623c348f61aa253d2e4d9b836fc1,noon.com,"Dreamzz Pad Clean And Dry Maxi Thick, Night Long Sanitary Pads With Wings, 7 Count",https://www.noon.com/uae-en/product/N41551445A/p,https://www.noon.com/uae-en/product/N41551445A/p,07-05-2021,5,Feel so secured when using at night. There's no stain till tomorrow when using. Comfortable to wear.,Feel so secured when using at night. There's no stain till tomorrow when using. Comfortable to wear.,en,0.999998286,100,using night stain
70,dd20e49b172fef0847326a70c58b1bc3,amazon.ae,300ml Barber Hair Tool Haircut Mist Sprayer Salon Bottle Plastic Hairdressing Watering Can Water Spray Hair Color Mixing Bowls,https://www.amazon.ae/dp/B07N67RHSH,https://www.amazon.ae/product-reviews/B07N67RHSH?sortBy=recent&pageNumber=1,25-01-2021,2,The bottle has come weirdly bent and the advertised photo shows a pattern running along the periphery of the bottle. Not a deal breaker but I don't appreciate the weird bent-ness.,The bottle has come weirdly bent and the advertised photo shows a pattern running along the periphery of the bottle. Not a deal breaker but I don't appreciate the weird bent-ness.,en,0.999996654,179,weirdly bent advertised
74,7eda9bd7d8ae6a5088a75d546094206b,amazon.ae,Snailax Massage Mat With 10 Vibrating Motors And 4 Therapy Heating Pad Full Body Massager Cushion For Relieving Back Lumbar Leg Pain Sl 363 69 * 24 * 6 Inch Gray,https://www.amazon.ae/dp/B076BPX23N,https://www.amazon.ae/product-reviews/B076BPX23N?sortBy=recent&pageNumber=1,04-01-2021,5,love it . my daily routine now . for back pain and stress .,love it . my daily routine now . for back pain and stress .,en,0.99999675,59,daily routine
75,85d3ae808756fcf7f8c8144905bb72c0,amazon.ae,"Bertolli Extra Virgin Olive Oil, 750ml",https://www.amazon.ae/dp/B000VDULAA,https://www.amazon.ae/product-reviews/B000VDULAA?sortBy=recent&pageNumber=1,09-02-2021,5,Authentic natural olive oil taste,Authentic natural olive oil taste,en,0.999996449,33,olive oil taste
77,a80ded3eaba7a755f821508b160b81bb,amazon.ae,Collagen Beauty Cream Made with 100% Pure Collagen Promotes Tight Skin Enhances Skin Firmness 2 OZ. Jar PACK of 4,https://www.amazon.ae/dp/B0175DVMMY,https://www.amazon.ae/product-reviews/B0175DVMMY?sortBy=recent&pageNumber=1,05-03-2021,1,I received a different item Different name Different smell I am returning it,I received a different item Different name Different smell I am returning it,en,0.999994562,76,different smell returning
79,a2c891012175dc24a87db7f3ac8ea7f6,amazon.ae,"Beard kit, Premium Beard Grooming Kit for Men, Unscented Organic Oil, Beard Growth Kit Beard Balm With Boar Bristle Beard Brush, Beard Comb, Stainless Steel Barber Scissors, Ramadan Gift for Men",https://www.amazon.ae/dp/B088P2HX7D,https://www.amazon.ae/product-reviews/B088P2HX7D?sortBy=recent&pageNumber=1,28-04-2021,5,Hi everyone to be honest with you guys it’s a poverty good product to use for beard!! To oil really makes it soft the beard & the brush is nice aswell !! I strongly recommend this !!!,Hi everyone to be honest with you guys it’s a poverty good product to use for beard!! To oil really makes it soft the beard & the brush is nice aswell !! I strongly recommend this !!!,en,0.999997073,183,beard oil
80,81aaeb366f38bd7c1db8e88fdf1cb15e,noon.com,The Gold Of Morocco Multi Purpose Argan Oil 68ml,https://www.noon.com/uae-en/product/N22467560A/p,https://www.noon.com/uae-en/product/N22467560A/p,22-04-2021,5,"I love my purchase, it is nice. I recommend this seller","I love my purchase, it is nice. I recommend this seller",en,0.999997616,55,love purchase nice
84,52502b54ccba98e4c5b2eeba80e4a850,amazon.ae,"Hair Food Sulfate Free Smoothening Shampoo and Conditioner with Avocado and Argan Oil, 2 x 300 ml",https://www.amazon.ae/dp/B08L62486D,https://www.amazon.ae/product-reviews/B08L62486D?sortBy=recent&pageNumber=1,16-01-2021,4,Used once so far . Nice left my hair in good condition,Used once so far . Nice left my hair in good condition,en,0.999997659,54,used far nice
85,5e339305d07ea7ea4b5e5a6d63bc152d,amazon.ae,"Calvin Klein Escape Eau De Parfum for Women, 100 ml",https://www.amazon.ae/dp/B0009OAGTM,https://www.amazon.ae/product-reviews/B0009OAGTM?sortBy=recent&pageNumber=1,18-01-2021,5,i love this perfume,i love this perfume,en,0.9999959,19,love perfume
87,163c3ff2734533ed09c1254e23626756,amazon.ae,"Sports Research Fat Burning Cream in Sports Exercises Catalyst for muscle temperature, 182 gm",https://www.amazon.ae/dp/B001EN14CA,https://www.amazon.ae/product-reviews/B001EN14CA?sortBy=recent&pageNumber=1,30-04-2021,2,It didn't work as I expected it will be. It's different from what I used before. Waste of my money,It didn't work as I expected it will be. It's different from what I used before. Waste of my money,en,0.999998054,98,didn work
88,128af7125d9e42607198fe8c2b3f15f6,noon.com,Hair Re-Growth Treatment Foam 60g,https://www.noon.com/uae-en/product/N19663960A/p,https://www.noon.com/uae-en/product/N19663960A/p,23-01-2021,2,there is something wrong with the rogaine. it is very sticky and it expires after 7 months. also it finished after 15 days only.,there is something wrong with the rogaine. it is very sticky and it expires after 7 months. also it finished after 15 days only.,en,0.999997211,128,rogaine sticky expires
89,25f0a289317c54729e52e51fb7785323,noon.com,Papaya Spa Salt Body Scrub 300g,https://www.noon.com/uae-en/product/N11293921A/p,https://www.noon.com/uae-en/product/N11293921A/p,22-04-2021,5,nice scrub for whitening,nice scrub for whitening,en,0.99999605,24,nice scrub whitening
95,18c25f3180ab3d03312edfc97ecb5834,amazon.ae,"Philips Bikini Trimmer, BRT382/60",https://www.amazon.ae/dp/B076NLK78X,https://www.amazon.ae/product-reviews/B076NLK78X?sortBy=recent&pageNumber=1,16-01-2021,1,Very bad don't buy,Very bad don't buy,en,0.999996184,18,bad don buy
96,f8daf90c76e750b5003a422578082e46,noon.com,"Black And White Invisible Original, Antiperspirant For Women, Roll-On 50ml",https://www.noon.com/uae-en/product/N11292898A/p,https://www.noon.com/uae-en/product/N11292898A/p,22-05-2021,5,Very much needed product especially for summers. Its comes in a glass bottle and its small enough to keep it in purse. I bought it for my wife and she is very happy about it.,Very much needed product especially for summers. Its comes in a glass bottle and its small enough to keep it in purse. I bought it for my wife and she is very happy about it.,en,0.999996823,174,bottle small purse
97,b79fc31b4d574df40e5101998cd35178,amazon.ae,"Essence Maximum Definition Waterproof Volume Mascara, Black",https://www.amazon.ae/dp/B0859XV5ZG,https://www.amazon.ae/product-reviews/B0859XV5ZG?sortBy=recent&pageNumber=1,12-01-2021,4,"I really like the product, i slept with the mascara on still it didn’t smudge","I really like the product, i slept with the mascara on still it didn’t smudge",en,0.999997703,77,mascara didn smudge
99,d9a391112e94a6f2ddc1d63fa4503647,amazon.ae,"Real Vegetable Chips & Crisps, Vegan Food, Air/Vacuum-Fried, Diet & Healthy Snacks for Kids, Low Oil Non-GMO, Alpha Cube (120g)",https://www.amazon.ae/dp/B08X797VVX,https://www.amazon.ae/product-reviews/B08X797VVX?sortBy=recent&pageNumber=1,23-04-2021,5,Somehow they taste better than the store bought brands,Somehow they taste better than the store bought brands,en,0.999997012,54,taste better store
104,e0f3a8fc68be12f915849145a83dd4a6,amazon.ae,"It's a 10 Haircare Miracle Leave-In Plus Keratin, 10 fl. oz.",https://www.amazon.ae/dp/B00VRAG5R4,https://www.amazon.ae/product-reviews/B00VRAG5R4?sortBy=recent&pageNumber=1,04-01-2021,5,"Amazing product, will definitely repurchase","Amazing product, will definitely repurchase",en,0.999995434,43,product definitely repurchase
105,eeb18a71f35cefcd7994cd374c3bd99a,amazon.ae,"Finish QUANTUM MAX Dishwasher Tablet, 85 tablet",https://www.amazon.ae/dp/B087DH967Y,https://www.amazon.ae/product-reviews/B087DH967Y?sortBy=recent&pageNumber=1,04-05-2021,1,"Leaves a soapy residue/film on pots, pans, dishes and utensils. Instead, I recommend ALL-IN-1 MAX also by the same brand Finish.","Leaves a soapy residue/film on pots, pans, dishes and utensils. Instead, I recommend ALL-IN-1 MAX also by the same brand Finish.",en,0.999997722,128,leaves soapy residue
106,bbb832505284a9e241b4020e3bee59c3,noon.com,"Dreamzz Pad Clean And Dry Maxi Thick, Night Long Sanitary Pads With Wings, 7 Count",https://www.noon.com/uae-en/product/N41551445A/p,https://www.noon.com/uae-en/product/N41551445A/p,06-05-2021,5,"The pads are great to use at night. They are big, so it gives extra protection from any unwanted situation, same time they are not too much thick, what is more comfortable for me. They give very secure feeling because of two pair of wings. I'm really happy with this pads and definitely will use them in future.","The pads are great to use at night. They are big, so it gives extra protection from any unwanted situation, same time they are not too much thick, what is more comfortable for me. They give very secure feeling because of two pair of wings. I'm really happy with this pads and definitely will use them in future.",en,0.999995517,311,pads great use
107,ce4d1004ef895ad04baec0599db476fb,amazon.ae,MuscletcBlue,https://www.amazon.ae/dp/B08G4V1513,https://www.amazon.ae/product-reviews/B08G4V1513?sortBy=recent&pageNumber=1,11-01-2021,1,"Product quality is bad, it broke when used while sitting. Feel was good but the base broke when leaned back on the chair. Disappointed and sad.","Product quality is bad, it broke when used while sitting. Feel was good but the base broke when leaned back on the chair. Disappointed and sad.",en,0.999997124,143,sitting feel good
109,84be11e172ab980d1335f1407e9d75a2,amazon.ae,"ANEAR Massage Gun, Percussion Electric Muscle Massager, Portable HandHeld Body Deep Muscle Massager for Relieving Muscle Soreness, with 4 Replaceable Massage Heads, 6 Adjustable Speeds",https://www.amazon.ae/dp/B0872XB8JX,https://www.amazon.ae/product-reviews/B0872XB8JX?sortBy=recent&pageNumber=1,17-05-2021,5,"The material is resistant, and very good quality. Love the massage head and the one for the neck, it’s heaven, you can use it on your own as well. It has good battery life, so far I have charged it once or twice. You can choose the speed you are comfortable with.","The material is resistant, and very good quality. Love the massage head and the one for the neck, it’s heaven, you can use it on your own as well. It has good battery life, so far I have charged it once or twice. You can choose the speed you are comfortable with.",en,0.999997542,263,material resistant
112,a73eabb803b495004b7558003e8d28c1,amazon.ae,"(Combo Pack) - Cetaphil Moisturising Lotion for All Skin Types, Body and Face Lotion, Two 470ml Bottles, plus 60ml Cetaphil Daily Facial Cleanser for Normal to Oily Skin (Combo Pack)",https://www.amazon.ae/dp/B07DCWGT13,https://www.amazon.ae/product-reviews/B07DCWGT13?sortBy=recent&pageNumber=1,19-01-2021,5,Good quility and good offers,Good quility and good offers,en,0.999995917,28,quility good offers
118,a3819776b8554a76bd5f9bd4997b15da,noon.com,35-Shades Hokey Pokey Eyeshadow Palette Multicolour,https://www.noon.com/uae-en/product/N29884637A/p,https://www.noon.com/uae-en/product/N29884637A/p,22-04-2021,5,This palette has a beautiful variety of colours for combinations and professional makeups.,This palette has a beautiful variety of colours for combinations and professional makeups.,en,0.999996164,90,palette beautiful variety
